country,country_code,year_week,age_group,new_cases,population,source,rate_14_day_per_100k
Belgium,BE,2020-27,<15yr,69,1939566,"TESSy COVID-19, national weekly data",7.4
Belgium,BE,2020-28,<15yr,62,1939566,"TESSy COVID-19, national weekly data",6.8
Belgium,BE,2020-29,<15yr,132,1939566,"TESSy COVID-19, national weekly data",10.0
Belgium,BE,2020-30,<15yr,262,1939566,"TESSy COVID-19, national weekly data",20.3
Belgium,BE,2020-31,<15yr,382,1939566,"TESSy COVID-19, national weekly data",33.2
Belgium,BE,2020-32,<15yr,465,1939566,"TESSy COVID-19, national weekly data",43.7
Belgium,BE,2020-33,<15yr,430,1939566,"TESSy COVID-19, national weekly data",46.1
Belgium,BE,2020-34,<15yr,377,1939566,"TESSy COVID-19, national weekly data",41.6
Belgium,BE,2020-35,<15yr,377,1939566,"TESSy COVID-19, national weekly data",38.9
Belgium,BE,2020-36,<15yr,418,1939566,"TESSy COVID-19, national weekly data",41.0
Belgium,BE,2020-37,<15yr,773,1939566,"TESSy COVID-19, national weekly data",61.4
Belgium,BE,2020-38,<15yr,1194,1939566,"TESSy COVID-19, national weekly data",101.4
Belgium,BE,2020-39,<15yr,1063,1939566,"TESSy COVID-19, national weekly data",116.4
Belgium,BE,2020-40,<15yr,1328,1939566,"TESSy COVID-19, national weekly data",123.3
Belgium,BE,2020-41,<15yr,2826,1939566,"TESSy COVID-19, national weekly data",214.2
Belgium,BE,2020-42,<15yr,5653,1939566,"TESSy COVID-19, national weekly data",437.2
Belgium,BE,2020-43,<15yr,6507,1939566,"TESSy COVID-19, national weekly data",626.9
Belgium,BE,2020-44,<15yr,3997,1939566,"TESSy COVID-19, national weekly data",541.6
Belgium,BE,2020-45,<15yr,1569,1939566,"TESSy COVID-19, national weekly data",287.0
Belgium,BE,2020-46,<15yr,1144,1939566,"TESSy COVID-19, national weekly data",139.9
Belgium,BE,2020-47,<15yr,1073,1939566,"TESSy COVID-19, national weekly data",114.3
Belgium,BE,2020-48,<15yr,1079,1939566,"TESSy COVID-19, national weekly data",111.0
Belgium,BE,2020-49,<15yr,108,1939566,"TESSy COVID-19, national weekly data",61.2
Belgium,BE,2020-50,<15yr,762,1939566,"TESSy COVID-19, national weekly data",44.9
Belgium,BE,2020-51,<15yr,792,1939566,"TESSy COVID-19, national weekly data",80.1
Belgium,BE,2020-52,<15yr,475,1939566,"TESSy COVID-19, national weekly data",65.3
Belgium,BE,2020-53,<15yr,351,1939566,"TESSy COVID-19, national weekly data",42.6
Belgium,BE,2021-01,<15yr,559,1939566,"TESSy COVID-19, national weekly data",46.9
Belgium,BE,2021-02,<15yr,607,1939566,"TESSy COVID-19, national weekly data",60.1
Belgium,BE,2021-03,<15yr,996,1939566,"TESSy COVID-19, national weekly data",82.6
Belgium,BE,2021-04,<15yr,1286,1939566,"TESSy COVID-19, national weekly data",117.7
Belgium,BE,2020-05,15-24yr,0,1301822,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-06,15-24yr,0,1301822,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-09,15-24yr,5,1301822,"TESSy COVID-19, national weekly data",0.4
Belgium,BE,2020-10,15-24yr,44,1301822,"TESSy COVID-19, national weekly data",3.8
Belgium,BE,2020-11,15-24yr,74,1301822,"TESSy COVID-19, national weekly data",9.1
Belgium,BE,2020-12,15-24yr,80,1301822,"TESSy COVID-19, national weekly data",11.8
Belgium,BE,2020-13,15-24yr,238,1301822,"TESSy COVID-19, national weekly data",24.4
Belgium,BE,2020-15,15-24yr,431,1301822,"TESSy COVID-19, national weekly data",33.1
Belgium,BE,2020-16,15-24yr,302,1301822,"TESSy COVID-19, national weekly data",56.3
Belgium,BE,2020-17,15-24yr,239,1301822,"TESSy COVID-19, national weekly data",41.6
Belgium,BE,2020-18,15-24yr,165,1301822,"TESSy COVID-19, national weekly data",31.0
Belgium,BE,2020-19,15-24yr,34,1301822,"TESSy COVID-19, national weekly data",15.3
Belgium,BE,2020-20,15-24yr,173,1301822,"TESSy COVID-19, national weekly data",15.9
Belgium,BE,2020-21,15-24yr,127,1301822,"TESSy COVID-19, national weekly data",23.0
Belgium,BE,2020-22,15-24yr,106,1301822,"TESSy COVID-19, national weekly data",17.9
Belgium,BE,2020-23,15-24yr,95,1301822,"TESSy COVID-19, national weekly data",15.4
Belgium,BE,2020-24,15-24yr,68,1301822,"TESSy COVID-19, national weekly data",12.5
Belgium,BE,2020-25,15-24yr,72,1301822,"TESSy COVID-19, national weekly data",10.8
Belgium,BE,2020-26,15-24yr,68,1301822,"TESSy COVID-19, national weekly data",10.8
Belgium,BE,2020-27,15-24yr,89,1301822,"TESSy COVID-19, national weekly data",12.1
Belgium,BE,2020-28,15-24yr,112,1301822,"TESSy COVID-19, national weekly data",15.4
Belgium,BE,2020-29,15-24yr,240,1301822,"TESSy COVID-19, national weekly data",27.0
Belgium,BE,2020-30,15-24yr,473,1301822,"TESSy COVID-19, national weekly data",54.8
Belgium,BE,2020-31,15-24yr,678,1301822,"TESSy COVID-19, national weekly data",88.4
Belgium,BE,2020-32,15-24yr,868,1301822,"TESSy COVID-19, national weekly data",118.8
Belgium,BE,2020-33,15-24yr,647,1301822,"TESSy COVID-19, national weekly data",116.4
Belgium,BE,2020-34,15-24yr,633,1301822,"TESSy COVID-19, national weekly data",98.3
Belgium,BE,2020-35,15-24yr,582,1301822,"TESSy COVID-19, national weekly data",93.3
Belgium,BE,2020-36,15-24yr,759,1301822,"TESSy COVID-19, national weekly data",103.0
Belgium,BE,2020-37,15-24yr,1325,1301822,"TESSy COVID-19, national weekly data",160.1
Belgium,BE,2020-38,15-24yr,2350,1301822,"TESSy COVID-19, national weekly data",282.3
Belgium,BE,2020-39,15-24yr,2878,1301822,"TESSy COVID-19, national weekly data",401.6
Belgium,BE,2020-40,15-24yr,4711,1301822,"TESSy COVID-19, national weekly data",583.0
Belgium,BE,2020-41,15-24yr,8868,1301822,"TESSy COVID-19, national weekly data",1043.1
Belgium,BE,2020-42,15-24yr,14467,1301822,"TESSy COVID-19, national weekly data",1792.5
Belgium,BE,2020-43,15-24yr,16355,1301822,"TESSy COVID-19, national weekly data",2367.6
Belgium,BE,2020-44,15-24yr,12166,1301822,"TESSy COVID-19, national weekly data",2190.9
Belgium,BE,2020-45,15-24yr,5722,1301822,"TESSy COVID-19, national weekly data",1374.1
Belgium,BE,2020-46,15-24yr,3581,1301822,"TESSy COVID-19, national weekly data",714.6
Belgium,BE,2020-47,15-24yr,2683,1301822,"TESSy COVID-19, national weekly data",481.2
Belgium,BE,2020-48,15-24yr,2010,1301822,"TESSy COVID-19, national weekly data",360.5
Belgium,BE,2020-49,15-24yr,165,1301822,"TESSy COVID-19, national weekly data",167.1
Belgium,BE,2020-50,15-24yr,1962,1301822,"TESSy COVID-19, national weekly data",163.4
Belgium,BE,2020-51,15-24yr,2079,1301822,"TESSy COVID-19, national weekly data",310.4
Belgium,BE,2020-52,15-24yr,1468,1301822,"TESSy COVID-19, national weekly data",272.5
Belgium,BE,2020-53,15-24yr,1329,1301822,"TESSy COVID-19, national weekly data",214.9
Belgium,BE,2021-01,15-24yr,1801,1301822,"TESSy COVID-19, national weekly data",240.4
Belgium,BE,2021-02,15-24yr,1690,1301822,"TESSy COVID-19, national weekly data",268.2
Belgium,BE,2021-03,15-24yr,1840,1301822,"TESSy COVID-19, national weekly data",271.2
Belgium,BE,2021-04,15-24yr,1933,1301822,"TESSy COVID-19, national weekly data",289.8
Belgium,BE,2020-05,25-49yr,0,3744013,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-06,25-49yr,0,3744013,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-09,25-49yr,7,3744013,"TESSy COVID-19, national weekly data",0.2
Belgium,BE,2020-10,25-49yr,173,3744013,"TESSy COVID-19, national weekly data",4.8
Belgium,BE,2020-11,25-49yr,568,3744013,"TESSy COVID-19, national weekly data",19.8
Belgium,BE,2020-12,25-49yr,1244,3744013,"TESSy COVID-19, national weekly data",48.4
Belgium,BE,2020-13,25-49yr,2490,3744013,"TESSy COVID-19, national weekly data",99.7
Belgium,BE,2020-15,25-49yr,2742,3744013,"TESSy COVID-19, national weekly data",73.2
Belgium,BE,2020-16,25-49yr,1814,3744013,"TESSy COVID-19, national weekly data",121.7
Belgium,BE,2020-17,25-49yr,1408,3744013,"TESSy COVID-19, national weekly data",86.1
Belgium,BE,2020-18,25-49yr,892,3744013,"TESSy COVID-19, national weekly data",61.4
Belgium,BE,2020-19,25-49yr,180,3744013,"TESSy COVID-19, national weekly data",28.6
Belgium,BE,2020-20,25-49yr,695,3744013,"TESSy COVID-19, national weekly data",23.4
Belgium,BE,2020-21,25-49yr,527,3744013,"TESSy COVID-19, national weekly data",32.6
Belgium,BE,2020-22,25-49yr,384,3744013,"TESSy COVID-19, national weekly data",24.3
Belgium,BE,2020-23,25-49yr,306,3744013,"TESSy COVID-19, national weekly data",18.4
Belgium,BE,2020-24,25-49yr,242,3744013,"TESSy COVID-19, national weekly data",14.6
Belgium,BE,2020-25,25-49yr,246,3744013,"TESSy COVID-19, national weekly data",13.0
Belgium,BE,2020-26,25-49yr,237,3744013,"TESSy COVID-19, national weekly data",12.9
Belgium,BE,2020-27,25-49yr,254,3744013,"TESSy COVID-19, national weekly data",13.1
Belgium,BE,2020-28,25-49yr,294,3744013,"TESSy COVID-19, national weekly data",14.6
Belgium,BE,2020-29,25-49yr,597,3744013,"TESSy COVID-19, national weekly data",23.8
Belgium,BE,2020-30,25-49yr,1124,3744013,"TESSy COVID-19, national weekly data",46.0
Belgium,BE,2020-31,25-49yr,1745,3744013,"TESSy COVID-19, national weekly data",76.6
Belgium,BE,2020-32,25-49yr,1947,3744013,"TESSy COVID-19, national weekly data",98.6
Belgium,BE,2020-33,25-49yr,1718,3744013,"TESSy COVID-19, national weekly data",97.9
Belgium,BE,2020-34,25-49yr,1639,3744013,"TESSy COVID-19, national weekly data",89.7
Belgium,BE,2020-35,25-49yr,1484,3744013,"TESSy COVID-19, national weekly data",83.4
Belgium,BE,2020-36,25-49yr,1670,3744013,"TESSy COVID-19, national weekly data",84.2
Belgium,BE,2020-37,25-49yr,2649,3744013,"TESSy COVID-19, national weekly data",115.4
Belgium,BE,2020-38,25-49yr,4080,3744013,"TESSy COVID-19, national weekly data",179.7
Belgium,BE,2020-39,25-49yr,4368,3744013,"TESSy COVID-19, national weekly data",225.6
Belgium,BE,2020-40,25-49yr,7201,3744013,"TESSy COVID-19, national weekly data",309.0
Belgium,BE,2020-41,25-49yr,16160,3744013,"TESSy COVID-19, national weekly data",624.0
Belgium,BE,2020-42,25-49yr,30006,3744013,"TESSy COVID-19, national weekly data",1233.1
Belgium,BE,2020-43,25-49yr,45832,3744013,"TESSy COVID-19, national weekly data",2025.6
Belgium,BE,2020-44,25-49yr,43026,3744013,"TESSy COVID-19, national weekly data",2373.3
Belgium,BE,2020-45,25-49yr,22752,3744013,"TESSy COVID-19, national weekly data",1756.9
Belgium,BE,2020-46,25-49yr,13230,3744013,"TESSy COVID-19, national weekly data",961.1
Belgium,BE,2020-47,25-49yr,8215,3744013,"TESSy COVID-19, national weekly data",572.8
Belgium,BE,2020-48,25-49yr,5619,3744013,"TESSy COVID-19, national weekly data",369.5
Belgium,BE,2020-49,25-49yr,478,3744013,"TESSy COVID-19, national weekly data",162.8
Belgium,BE,2020-50,25-49yr,5810,3744013,"TESSy COVID-19, national weekly data",167.9
Belgium,BE,2020-51,25-49yr,6510,3744013,"TESSy COVID-19, national weekly data",329.1
Belgium,BE,2020-52,25-49yr,4678,3744013,"TESSy COVID-19, national weekly data",298.8
Belgium,BE,2020-53,25-49yr,3951,3744013,"TESSy COVID-19, national weekly data",230.5
Belgium,BE,2021-01,25-49yr,5738,3744013,"TESSy COVID-19, national weekly data",258.8
Belgium,BE,2021-02,25-49yr,5488,3744013,"TESSy COVID-19, national weekly data",299.8
Belgium,BE,2021-03,25-49yr,5678,3744013,"TESSy COVID-19, national weekly data",298.2
Belgium,BE,2021-04,25-49yr,5746,3744013,"TESSy COVID-19, national weekly data",305.1
Belgium,BE,2020-05,50-64yr,2,2304659,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-06,50-64yr,1,2304659,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-09,50-64yr,4,2304659,"TESSy COVID-19, national weekly data",0.2
Belgium,BE,2020-10,50-64yr,97,2304659,"TESSy COVID-19, national weekly data",4.4
Belgium,BE,2020-11,50-64yr,301,2304659,"TESSy COVID-19, national weekly data",17.3
Belgium,BE,2020-12,50-64yr,985,2304659,"TESSy COVID-19, national weekly data",55.8
Belgium,BE,2020-13,50-64yr,2206,2304659,"TESSy COVID-19, national weekly data",138.5
Belgium,BE,2020-15,50-64yr,1827,2304659,"TESSy COVID-19, national weekly data",79.3
Belgium,BE,2020-16,50-64yr,1108,2304659,"TESSy COVID-19, national weekly data",127.4
Belgium,BE,2020-17,50-64yr,870,2304659,"TESSy COVID-19, national weekly data",85.8
Belgium,BE,2020-18,50-64yr,533,2304659,"TESSy COVID-19, national weekly data",60.9
Belgium,BE,2020-19,50-64yr,120,2304659,"TESSy COVID-19, national weekly data",28.3
Belgium,BE,2020-20,50-64yr,427,2304659,"TESSy COVID-19, national weekly data",23.7
Belgium,BE,2020-21,50-64yr,273,2304659,"TESSy COVID-19, national weekly data",30.4
Belgium,BE,2020-22,50-64yr,245,2304659,"TESSy COVID-19, national weekly data",22.5
Belgium,BE,2020-23,50-64yr,153,2304659,"TESSy COVID-19, national weekly data",17.3
Belgium,BE,2020-24,50-64yr,129,2304659,"TESSy COVID-19, national weekly data",12.2
Belgium,BE,2020-25,50-64yr,114,2304659,"TESSy COVID-19, national weekly data",10.5
Belgium,BE,2020-26,50-64yr,106,2304659,"TESSy COVID-19, national weekly data",9.5
Belgium,BE,2020-27,50-64yr,113,2304659,"TESSy COVID-19, national weekly data",9.5
Belgium,BE,2020-28,50-64yr,128,2304659,"TESSy COVID-19, national weekly data",10.5
Belgium,BE,2020-29,50-64yr,227,2304659,"TESSy COVID-19, national weekly data",15.4
Belgium,BE,2020-30,50-64yr,385,2304659,"TESSy COVID-19, national weekly data",26.6
Belgium,BE,2020-31,50-64yr,604,2304659,"TESSy COVID-19, national weekly data",42.9
Belgium,BE,2020-32,50-64yr,695,2304659,"TESSy COVID-19, national weekly data",56.4
Belgium,BE,2020-33,50-64yr,563,2304659,"TESSy COVID-19, national weekly data",54.6
Belgium,BE,2020-34,50-64yr,538,2304659,"TESSy COVID-19, national weekly data",47.8
Belgium,BE,2020-35,50-64yr,464,2304659,"TESSy COVID-19, national weekly data",43.5
Belgium,BE,2020-36,50-64yr,557,2304659,"TESSy COVID-19, national weekly data",44.3
Belgium,BE,2020-37,50-64yr,904,2304659,"TESSy COVID-19, national weekly data",63.4
Belgium,BE,2020-38,50-64yr,1562,2304659,"TESSy COVID-19, national weekly data",107.0
Belgium,BE,2020-39,50-64yr,1821,2304659,"TESSy COVID-19, national weekly data",146.8
Belgium,BE,2020-40,50-64yr,2987,2304659,"TESSy COVID-19, national weekly data",208.6
Belgium,BE,2020-41,50-64yr,6826,2304659,"TESSy COVID-19, national weekly data",425.8
Belgium,BE,2020-42,50-64yr,13451,2304659,"TESSy COVID-19, national weekly data",879.8
Belgium,BE,2020-43,50-64yr,21356,2304659,"TESSy COVID-19, national weekly data",1510.3
Belgium,BE,2020-44,50-64yr,22109,2304659,"TESSy COVID-19, national weekly data",1886.0
Belgium,BE,2020-45,50-64yr,12282,2304659,"TESSy COVID-19, national weekly data",1492.2
Belgium,BE,2020-46,50-64yr,7493,2304659,"TESSy COVID-19, national weekly data",858.0
Belgium,BE,2020-47,50-64yr,4518,2304659,"TESSy COVID-19, national weekly data",521.2
Belgium,BE,2020-48,50-64yr,3138,2304659,"TESSy COVID-19, national weekly data",332.2
Belgium,BE,2020-49,50-64yr,269,2304659,"TESSy COVID-19, national weekly data",147.8
Belgium,BE,2020-50,50-64yr,3102,2304659,"TESSy COVID-19, national weekly data",146.3
Belgium,BE,2020-51,50-64yr,3321,2304659,"TESSy COVID-19, national weekly data",278.7
Belgium,BE,2020-52,50-64yr,2556,2304659,"TESSy COVID-19, national weekly data",255.0
Belgium,BE,2020-53,50-64yr,2254,2304659,"TESSy COVID-19, national weekly data",208.7
Belgium,BE,2021-01,50-64yr,2809,2304659,"TESSy COVID-19, national weekly data",219.7
Belgium,BE,2021-02,50-64yr,2744,2304659,"TESSy COVID-19, national weekly data",240.9
Belgium,BE,2021-03,50-64yr,2754,2304659,"TESSy COVID-19, national weekly data",238.6
Belgium,BE,2021-04,50-64yr,2742,2304659,"TESSy COVID-19, national weekly data",238.5
Belgium,BE,2020-05,65-79yr,0,1518490,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-06,65-79yr,0,1518490,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-09,65-79yr,1,1518490,"TESSy COVID-19, national weekly data",0.1
Belgium,BE,2020-10,65-79yr,38,1518490,"TESSy COVID-19, national weekly data",2.6
Belgium,BE,2020-11,65-79yr,193,1518490,"TESSy COVID-19, national weekly data",15.2
Belgium,BE,2020-12,65-79yr,756,1518490,"TESSy COVID-19, national weekly data",62.5
Belgium,BE,2020-13,65-79yr,1682,1518490,"TESSy COVID-19, national weekly data",160.6
Belgium,BE,2020-15,65-79yr,1478,1518490,"TESSy COVID-19, national weekly data",97.3
Belgium,BE,2020-16,65-79yr,1039,1518490,"TESSy COVID-19, national weekly data",165.8
Belgium,BE,2020-17,65-79yr,734,1518490,"TESSy COVID-19, national weekly data",116.8
Belgium,BE,2020-18,65-79yr,397,1518490,"TESSy COVID-19, national weekly data",74.5
Belgium,BE,2020-19,65-79yr,81,1518490,"TESSy COVID-19, national weekly data",31.5
Belgium,BE,2020-20,65-79yr,234,1518490,"TESSy COVID-19, national weekly data",20.7
Belgium,BE,2020-21,65-79yr,163,1518490,"TESSy COVID-19, national weekly data",26.1
Belgium,BE,2020-22,65-79yr,156,1518490,"TESSy COVID-19, national weekly data",21.0
Belgium,BE,2020-23,65-79yr,114,1518490,"TESSy COVID-19, national weekly data",17.8
Belgium,BE,2020-24,65-79yr,79,1518490,"TESSy COVID-19, national weekly data",12.7
Belgium,BE,2020-25,65-79yr,76,1518490,"TESSy COVID-19, national weekly data",10.2
Belgium,BE,2020-26,65-79yr,57,1518490,"TESSy COVID-19, national weekly data",8.8
Belgium,BE,2020-27,65-79yr,53,1518490,"TESSy COVID-19, national weekly data",7.2
Belgium,BE,2020-28,65-79yr,61,1518490,"TESSy COVID-19, national weekly data",7.5
Belgium,BE,2020-29,65-79yr,110,1518490,"TESSy COVID-19, national weekly data",11.3
Belgium,BE,2020-30,65-79yr,149,1518490,"TESSy COVID-19, national weekly data",17.1
Belgium,BE,2020-31,65-79yr,210,1518490,"TESSy COVID-19, national weekly data",23.6
Belgium,BE,2020-32,65-79yr,229,1518490,"TESSy COVID-19, national weekly data",28.9
Belgium,BE,2020-33,65-79yr,198,1518490,"TESSy COVID-19, national weekly data",28.1
Belgium,BE,2020-34,65-79yr,156,1518490,"TESSy COVID-19, national weekly data",23.3
Belgium,BE,2020-35,65-79yr,144,1518490,"TESSy COVID-19, national weekly data",19.8
Belgium,BE,2020-36,65-79yr,160,1518490,"TESSy COVID-19, national weekly data",20.0
Belgium,BE,2020-37,65-79yr,350,1518490,"TESSy COVID-19, national weekly data",33.6
Belgium,BE,2020-38,65-79yr,609,1518490,"TESSy COVID-19, national weekly data",63.2
Belgium,BE,2020-39,65-79yr,672,1518490,"TESSy COVID-19, national weekly data",84.4
Belgium,BE,2020-40,65-79yr,1102,1518490,"TESSy COVID-19, national weekly data",116.8
Belgium,BE,2020-41,65-79yr,2532,1518490,"TESSy COVID-19, national weekly data",239.3
Belgium,BE,2020-42,65-79yr,5278,1518490,"TESSy COVID-19, national weekly data",514.3
Belgium,BE,2020-43,65-79yr,8869,1518490,"TESSy COVID-19, national weekly data",931.6
Belgium,BE,2020-44,65-79yr,10253,1518490,"TESSy COVID-19, national weekly data",1259.3
Belgium,BE,2020-45,65-79yr,6112,1518490,"TESSy COVID-19, national weekly data",1077.7
Belgium,BE,2020-46,65-79yr,3809,1518490,"TESSy COVID-19, national weekly data",653.3
Belgium,BE,2020-47,65-79yr,2395,1518490,"TESSy COVID-19, national weekly data",408.6
Belgium,BE,2020-48,65-79yr,1733,1518490,"TESSy COVID-19, national weekly data",271.8
Belgium,BE,2020-49,65-79yr,159,1518490,"TESSy COVID-19, national weekly data",124.6
Belgium,BE,2020-50,65-79yr,1724,1518490,"TESSy COVID-19, national weekly data",124.0
Belgium,BE,2020-51,65-79yr,1793,1518490,"TESSy COVID-19, national weekly data",231.6
Belgium,BE,2020-52,65-79yr,1292,1518490,"TESSy COVID-19, national weekly data",203.2
Belgium,BE,2020-53,65-79yr,1182,1518490,"TESSy COVID-19, national weekly data",162.9
Belgium,BE,2021-01,65-79yr,1378,1518490,"TESSy COVID-19, national weekly data",168.6
Belgium,BE,2021-02,65-79yr,1287,1518490,"TESSy COVID-19, national weekly data",175.5
Belgium,BE,2021-03,65-79yr,1311,1518490,"TESSy COVID-19, national weekly data",171.1
Belgium,BE,2021-04,65-79yr,1305,1518490,"TESSy COVID-19, national weekly data",172.3
Belgium,BE,2020-05,80+yr,0,646969,"TESSy COVID-19, national weekly data",
